710,집안명가,경상북도 성주군 금수면 성주로 1885,931-2710
711,작은별농원,경상북도 성주군 성주읍 시장2길 2,
712,농업회사법인주식회사웃음가득찬별동네빵야,경상북도 성주군 성주읍 심산로 60,
713,우봉진의버섯세상,경상북도 성주군 성주읍 성주읍4길 8,
714,돌이농장,경상북도 성주군 성주읍 성주읍1길 19-1,054-932-9534
715,꿈드림꽃벵이,경상북도 성주군 월항면 도원1길 21-15,
716,아빠의천년초,경상북도 성주군 용암면 상언3길 12,
717,천지인농부,경상북도 성주군 초전면 어인로 109-1,054-933-9833
718,울림나무,"경상북도 성주군 금수면 성주로 1886, 금수면농업경영인농특산물판매장",054-931-0016
719,진미식품(주),"경상북도 칠곡군 왜관읍 삼청6길 60, 1,3층",
720,경북과학대학식품공장,경상북도 칠곡군 기산면 지산로 520,054-972-9721
721,교촌에프앤비(주),경상북도 칠곡군 가산면 송신로 78,054-971-9995
722,(주)평해식품,경상북도 칠곡군 지천면 신동서원길 12,054-971-6865
723,산수원,경상북도 칠곡군 가산면 유학로 957,
724,성민유통,경상북도 칠곡군 지천면 신동로2길 58,054-976-7732
725,장안김치,경상북도 칠곡군 지천면 창평로 90-6,592-5600
726,성화식품,경상북도 칠곡군 약목면 관호7길 12-12,054-973-1316
727,안상규벌꿀,경상북도 칠곡군 동명면 경북대로 719-7,054-976-9898
728,한우물식품,"경상북도 칠곡군 북삼읍 강진2길 83, 가, 다동",
729,(주)샘초롱,경상북도 칠곡군 지천면 상납2길 13,
730,처갓집양념치킨,경상북도 칠곡군 왜관읍 금남3길 70,
731,농업회사법인 (주)웰빙마을,"경상북도 칠곡군 기산면 지산로 634, 11동 306호 (경북과학대학(산업협력관))",070-7711-8585
732,제이에이치푸드,경상북도 칠곡군 지천면 연화2길 24,
733,주식회사 네이처셀 칠곡공장,경상북도 칠곡군 기산면 기산공단1길 21,054-971-0851
734,농업회사법인 행화촌주식회사,경상북도 칠곡군 지천면 지천로 798-9,
735,주식회사 슈퍼푸드 에프엔비,경상북도 칠곡군 석적읍 중지3길 48-27,
736,(주)샘초롱농업회사법인,경상북도 칠곡군 왜관읍 공단로12길 30,054-973-1420
737,델리얀주식회사,경상북도 칠곡군 지천면 금호로1길 66-6,
738,(주)푸디스토리,경상북도 칠곡군 지천면 신동로5길 24,
739,한솔영농조합법인,경상북도 칠곡군 왜관읍 아곡5길 95-3,054-971-0500
740,(주)미실,경상북도 칠곡군 지천면 신동로7길 66-6,053-314-8151
741,농업회사법인(주)아침빛바다,경상북도 칠곡군 지천면 창평로 222,054-971-3364
742,(주)핫토리,"경상북도 칠곡군 지천면 창평로 158, 1동",
743,카멜리아,경상북도 칠곡군 지천면 신동로3길 9-1,
744,(주)소울푸드,경상북도 칠곡군 지천면 칠곡대로 2233-45,053-311-1980
745,호이팜영농조합법인,경상북도 칠곡군 약목면 칠곡대로 878-7,054-974-8718
746,리로라(LEELORA),"경상북도 칠곡군 약목면 약목로 78, E동",070-4177-0512
747,알앤알코리아,경상북도 칠곡군 북삼읍 복성17길 20,
748,농업회사법인(주)형제,경상북도 칠곡군 석적읍 석적로 361-46,054-975-5335
749,칠칠곡곡협동조합,경상북도 칠곡군 약목면 동덕로 146,
750,장인식품,경상북도 칠곡군 지천면 창평로 98,053-295-3705
751,하늘나리,경상북도 칠곡군 지천면 창평로 90,
752,도원종합식품,경상북도 칠곡군 지천면 상납1길 14-11,
753,헤파스,경상북도 칠곡군 약목면 복성15길 51,
754,맛좋은떡실신,경상북도 칠곡군 석적읍 서중리3길 7-6,
755,청춘에프앤비,경상북도 칠곡군 지천면 상납2길 11,
756,햇살꽃굼벵이,경상북도 칠곡군 석적읍 성곡2길 107,
757,행복더하기,"경상북도 칠곡군 동명면 금암2길 3, 1층",
758,농업회사법인(주)솔바로,"경상북도 칠곡군 지천면 신동로6길 11, 1층",054-971-1751
759,주식회사포유,경상북도 칠곡군 지천면 금호로 172-5,
760,엄지영지버섯,경상북도 칠곡군 석적읍 석적로 152,
761,하루에,경상북도 칠곡군 지천면 금호불동2길 11-3,
762,(주)정글아트케이(정글아트k),"경상북도 칠곡군 북삼읍 칠곡대로 354-5, 1동",
763,다본향,경상북도 칠곡군 동명면 백송로 825-1,
764,항아리푸드,"경상북도 칠곡군 지천면 창평로 106-5, 가동",
765,대학촌 웰라이프,경상북도 칠곡군 가산면 인동가산로 1009-23,054-975-7040
766,오성농원,경상북도 칠곡군 북삼읍 숭산로 62,
767,(주)의정코퍼레이션,경상북도 칠곡군 왜관읍 아곡5길 84-19,
768,푸드앤터,경상북도 칠곡군 동명면 봉암7길 71-1,
769,(주)이슬나라,경상북도 칠곡군 동명면 동명팔거천3길 11,053-422-0373
770,퐁실콩푸드,경상북도 칠곡군 북삼읍 북삼로 5,
771,남문에스앤에프,경상북도 칠곡군 지천면 이언길 2,
772,꿀벌나라사회적협동조합,경상북도 칠곡군 기산면 주산로 1139,
773,(주)홍담원농업회사법인,경상북도 칠곡군 지천면 금호로 148-88,054-974-2370
774,주식회사인향,경상북도 칠곡군 왜관읍 군청2길 1,054-637-2777
775,예천농협농산물유통사업소,경상북도 예천군 예천읍 역전길 16,054-654-0976
776,농업회사법인 주식회사 예천청결고추,경상북도 예천군 용문면 유용로 803,
777,생명의공동체 소비자생활협동조합,경상북도 예천군 개포면 신음리길 27-1,
778,초산정,경상북도 예천군 용궁면 송암길 27-3,
779,예천국사봉천마,경상북도 예천군 용문면 우망골길 108,
780,은풍골단샘사과,경상북도 예천군 예천읍 군청길 39-3,
781,튤립인터내셔널(주),"경상북도 예천군 보문면 산단길 13-3, 튤립인터내셔널(주)",
782,(주)뚜또,경상북도 예천군 예천읍 농공단지길 43,054-654-0013
783,백두된장전통식품,경상북도 예천군 보문면 보문로 654,
784,다향삼채농원,경상북도 예천군 용문면 용문사길 285,
785,농업회사법인 프롬썬 주식회사,"경상북도 예천군 보문면 산단길 80, 농업회사법인프롬썬(주)",054-853-9997
786,예천아로니아협동조합,경상북도 예천군 예천읍 중앙로 36,
787,영농조합법인학가산꾸지뽕,경상북도 예천군 보문면 미호길 123-1,
788,우망리 와송,경상북도 예천군 지보면 지보로 124,
789,오일장 영농조합법인,경상북도 예천군 예천읍 충효로 67,652-5682
790,(주)신생활식품,경상북도 예천군 호명면 양궁로 657,652-0008
791,한솔사과농장,경상북도 예천군 은풍면 은풍로 394-6,
792,(주)한국 한어당,경상북도 예천군 보문면 미호길 123-1,054-654-2345
793,김덕주약용도라지,경상북도 예천군 지보면 지보로 167-3,
794,민아네 농원,경상북도 예천군 예천읍 충효로 293,
795,농업회사법인주식회사 예천곤충사업단,경상북도 예천군 풍양면 낙상1길 91-1,054-653-8998
796,대박이네 농장,"경상북도 예천군 은풍면 은풍로 93-4, 대성슈퍼",
797,양효당,경상북도 예천군 예천읍 효자로 53-1,
798,마음담아농산,경상북도 예천군 예천읍 상설시장1길 11,
799,농업회사법인(주)케이푸드바이오,"경상북도 예천군 호명면 새움3로 26, 에비뉴타워 205호",
800,경상도 김실네,경상북도 예천군 보문면 미호길 59,
801,농업회사법인(주)우리들,경상북도 예천군 감천면 복골길 38-4,054-652-7170
802,선우약찬,"경상북도 예천군 풍양면 삼강로 633-21, 가동",
803,삼육식품,경상북도 봉화군 봉화읍 1농공단지길 44,054-679-3610
804,봉화산삼연구소,경상북도 봉화군 소천면 시동길 183-156,054-673-1973
805,봉화산도라지,경상북도 봉화군 소천면 여우천길 187-77,
806,영농조합법인 전통명가발우,경상북도 봉화군 춘양면 남산편1길 18-138,054-672-2869
807,약초를 사랑한 짱아줌마,경상북도 봉화군 상운면 하눌로 12-70,
808,봉화청정오미자농원,경상북도 봉화군 봉화읍 번지실길 102-96,054-673-7510
809,봉화곤충호텔 농업회사법인(주),경상북도 봉화군 법전면 풍정길 248,
810,오목구비 사과농원,"경상북도 봉화군 소천면 풍애길 9-44, 따뜻한뿌리 영농조합법인",
811,농업회사법인(주)한농,경상북도 울진군 금강송면 왕피길 35,054-783-7156
812,보경상사,경상북도 울진군 울진읍 향교로 40-1,054-782-6594
813,하늘마음농장,경상북도 울진군 금강송면 쌍전2길 296-15,054-783-3326
814,왕돌수산,"경상북도 울진군 죽변면 죽변항길 173, 왕돌회센터",054-781-4774
815,덕운수산(주),경상북도 울진군 평해읍 박실길 37,054-787-0655
816,(주)마린어드벤처,경상북도 울진군 죽변면 죽변항길 173,054-781-4774
817,자연가,경상북도 울진군 금강송면 한내길 317,054-536-7125
818,성류농원,경상북도 울진군 울진읍 울진중앙로 41-5,
819,김창기 머쉬룸 팜,경상북도 울진군 북면 섶실길 72-35,054-782-6631
820,우진바이오,경상북도 울진군 죽변면 해양과학길 22,
821,대게김,"경상북도 울진군 죽변면 해양과학길 22, 경북해양바이오산업연구원 312호",054-781-1112
822,(주)나리애프앤비,경상북도 울릉군 서면 남서길 75-29,791-4787
823,울릉웰빙식품,경상북도 울릉군 서면 울릉순환로 1594,791-0420
824,로하스 울릉유통,경상북도 울릉군 울릉읍 울릉순환로 213,
825,울릉농업협동조합,경상북도 울릉군 울릉읍 도동3길 36,791-6361
826,울릉군산림조합,"경상북도 울릉군 울릉읍 봉래길 250, 울릉군산림조합",054-791-2550
